"CountSettlement","CountCity","CountRoad","SumWoodDiceWeight","SumBrickDiceWeight","SumPastureDiceWeight","SumStoneDiceWeight","SumGrainDiceWeight","CountPortWood","CountPortBrick","CountPortPasture","CountPortStone","CountPortGrain","CountHandWood","CountHandBrick","CountHandPasture","CountHandStone","CountHandGrain","CountDevCardsKnight","CountDevCardsMonopoly","CountDevCardsYearOfPlenty","CountDevCardsRoadBuilding","CountDevCardsVictoryPoint","CountVictoryPoint","WonGame"
3,0,5,3,5,3,2,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
2,0,3,0,0,1,3,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,1
2,0,4,0,1,4,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1
2,0,4,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0,2,5,12,0,0,14,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,4,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,4,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,4,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,3,7,0,0,2,6,8,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1
3,0,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,7,0,0,9,2,0,0,1,0,0,0,0,0,0,0,4,2,0,0,2,2,0,1
2,0,6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,7,3,6,3,10,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,1
2,0,8,0,4,8,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,3,0,0,0,5,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1
0,2,6,12,2,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,2,5,14,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,6,0,8,4,0,5,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1
2,0,2,0,0,6,5,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1
2,0,9,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,1,4,6,0,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3,0,5,3,5,0,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,2,3,0,12,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,5,5,2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,0,14,14,5,5,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1
2,0,6,2,2,4,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1
2,0,4,3,0,5,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1
3,0,14,13,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,7,6,2,13,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,0,0,4,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2,0,2,0,0,0,0,8,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1
2,0,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3,0,10,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,9,0,2,5,2,5,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1
2,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1
4,0,8,6,2,0,0,7,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
2,0,3,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,0,5,0,0,0,0,4,1,0,0,0,0,1,1,0,2,0,2,0,0,1,0,0,1
2,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,6,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
3,0,9,8,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,7,4,5,10,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1
2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1
2,0,11,8,5,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
3,0,5,0,2,3,0,14,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,0,4,4,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,4,3,0,5,0,0,0,0,0,0,0,1,1,0,5,0,1,1,0,0,1,0,1
2,0,7,2,2,0,0,0,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,0,1
4,0,8,13,7,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,5,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,12,6,5,15,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
2,0,2,0,2,7,0,5,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1
2,0,8,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0,3,0,2,0,0,8,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1
2,0,7,0,5,3,1,0,0,0,0,0,0,3,3,0,3,2,0,1,0,0,0,0,1
1,2,10,15,2,10,6,4,0,0,0,0,0,3,3,0,0,2,5,0,0,0,1,0,1
2,0,7,2,2,12,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1
2,0,4,0,2,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1
2,0,5,0,2,3,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
3,1,10,5,12,22,2,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,1,4,6,0,0,2,5,0,0,1,0,0,1,1,0,2,0,1,1,0,1,0,0,1
2,0,5,2,2,4,0,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
